row_id,participant_id,block_id,trial_index,split,winner_model_name,choice,correct_side,predicted_decision,predicted_choice_binary,predicted_timeout,choice_match_excluding_timeout,reaction_time_ms,predicted_rt_ms,belief_L,predicted_belief,H,LLR
191,P02,2,5,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,627.0,229.00000000000017,2.137084,1.364131153694016,0.831,2.414394
192,P02,2,6,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,472.0,4033.9999999996817,1.789853,1.3600970712899276,0.431,1.571247
193,P02,2,7,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,427.0,825.0000000000006,10.623264,3.1844513098389466,0.431,10.42561
194,P02,2,8,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,407.0,1595.999999999935,5.194031,2.4624665157712986,0.421,4.916272
195,P02,2,9,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,395.0,1419.9999999999543,5.890117,2.5936257882470812,0.421,5.61545
196,P02,2,10,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,457.0,842.0000000000007,10.331242,3.1717785577219613,0.421,10.055022
197,P02,2,11,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,407.0,1266.9999999999714,6.660858,2.7203873560201126,0.421,6.383104
198,P02,2,12,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,455.0,835.0000000000007,-10.702729,-3.259384701380823,0.421,-10.979782
199,P02,2,13,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,440.0,573.0000000000005,-15.644181,-3.5945084350002037,0.421,-15.366422
200,P02,2,14,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,424.0,1199.9999999999786,-7.05877,-2.780300279883414,0.421,-6.780998
201,P02,2,15,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,423.0,979.0000000000008,-8.790543,-3.0061958632126444,0.421,-8.513254
202,P02,2,16,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,612.0,2291.9999999998586,3.145408,2.0205457229694064,0.461,3.423095
203,P02,2,17,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,578.0,1040.9999999999961,8.314023,2.8616106086673,0.461,8.059439
204,P02,2,18,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,455.0,1329.9999999999643,6.372796,2.6066049418151254,0.451,6.095162
205,P02,2,19,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,360.0,1052.9999999999948,8.191413,2.8653611477985397,0.451,7.914599
206,P02,2,20,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,409.0,949.0000000000007,-9.070753,-3.0308006743473803,0.451,-9.348369
207,P02,2,21,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,418.0,959.0000000000008,-9.065733,-2.9693523570142197,0.451,-8.788025
208,P02,2,22,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,457.0,726.0000000000006,-12.225205,-3.274980951743707,0.451,-11.947498
209,P02,2,23,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,505.0,1406.999999999956,-5.999647,-2.5441986166896386,0.451,-5.721877
210,P02,2,24,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,408.0,868.0000000000007,-10.081609,-3.0782347535207313,0.451,-9.805228
211,P02,2,25,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,348.0,764.0000000000006,-11.569702,-3.2187666299060806,0.451,-11.291953
212,P02,2,26,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,437.0,1809.9999999999116,-4.559254,-2.281179494984897,0.441,-4.281487
213,P02,2,27,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,380.0,776.0000000000006,-11.341897,-3.2213115739280163,0.441,-11.069952
214,P02,2,28,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,350.0,743.0000000000006,-11.884878,-3.268510466251432,0.441,-11.607113
215,P02,2,29,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,367.0,909.0000000000007,-9.574347,-3.047571387164093,0.441,-9.296578
216,P02,2,30,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,443.0,1028.9999999999975,8.335254,2.9716415926122695,0.441,8.612987
217,P02,2,31,TEST,cont_asymptote,1,1,1,1.0,0,1.0,393.0,1086.9999999999911,7.900159,2.8503130827408554,0.441,7.622522
218,P02,2,32,TEST,cont_asymptote,1,1,1,1.0,0,1.0,473.0,1294.9999999999682,6.540469,2.6556204696727246,0.441,6.262905
219,P02,2,33,TEST,cont_asymptote,1,1,1,1.0,0,1.0,382.0,929.0000000000007,9.349639,3.0233192136644265,0.441,9.072678
220,P02,2,34,TEST,cont_asymptote,1,1,1,1.0,0,1.0,428.0,1696.9999999999238,4.873507,2.37309290753233,0.431,4.595784
221,P02,2,35,TEST,cont_asymptote,1,1,1,1.0,0,1.0,399.0,566.0000000000003,15.898503,3.587734312508538,0.431,15.625
222,P02,2,36,TEST,cont_asymptote,1,1,1,1.0,0,1.0,495.0,824.0000000000006,10.606835,3.1751859506631765,0.431,10.329063
223,P02,2,37,TEST,cont_asymptote,1,1,1,1.0,0,1.0,427.0,1243.9999999999739,6.813374,2.720524567898392,0.431,6.535615
224,P02,2,38,TEST,cont_asymptote,1,1,1,1.0,0,1.0,425.0,1184.9999999999802,7.178452,2.774470212735269,0.431,6.901297
225,P02,2,39,TEST,cont_asymptote,1,1,1,1.0,0,1.0,392.0,723.0000000000006,12.200424,3.3181113580697095,0.431,11.92308
226,P02,2,40,TEST,cont_asymptote,1,1,1,1.0,0,1.0,368.0,617.0000000000005,14.464625,3.491391400355002,0.431,14.186855
227,P02,3,1,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,449.0,1857.999999999906,7.320388,8.889547007669442,0.001,7.320388
228,P02,3,2,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,361.0,749.0000000000006,11.027113,9.189284175160438,0.001,9.881781
229,P02,3,3,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,377.0,706.0000000000006,10.855781,9.171654436646554,0.001,9.708622
230,P02,3,4,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,336.0,811.0000000000006,9.402842,9.009691261978702,0.001,8.255692
231,P02,3,5,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,450.0,1293.9999999999684,5.929968,8.46437171889776,0.001,4.782997
232,P02,3,6,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,427.0,972.0000000000008,9.441108,9.015197832887822,0.001,8.301397
233,P02,3,7,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,459.0,1618.9999999999325,4.769061,8.186632913443892,0.001,3.622081
234,P02,3,8,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,353.0,1048.9999999999952,9.780091,9.057064310668611,0.001,8.656576
235,P02,3,9,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,416.0,838.0000000000007,9.141186,8.977487769983433,0.001,7.994141
236,P02,3,10,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,432.0,1141.999999999985,6.737468,8.620217245595686,0.001,5.590567
237,P02,3,11,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,420.0,2044.9999999998859,4.37607,8.072844407622597,0.001,3.232216
238,P02,3,12,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,356.0,1101.9999999999895,9.671649,9.04577200387275,0.001,8.559298
239,P02,3,13,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,477.0,571.0000000000003,13.674392,9.426341854898277,0.001,12.527365
240,P02,3,14,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,365.0,602.0000000000005,12.804956,9.354455127823854,0.001,11.657754
241,P02,3,15,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,319.0,643.0000000000005,11.944567,9.277833591746855,0.001,10.79737
242,P02,3,16,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,487.0,2789.9999999998035,2.332653,7.070815172276969,0.001,1.185466
243,P02,3,17,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,323.0,1688.9999999999247,7.536546,8.789933995065244,0.001,6.625665
244,P02,3,18,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,320.0,1013.9999999999991,8.015446,8.826063593078088,0.001,6.86975
245,P02,3,19,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,351.0,1467.999999999949,5.457028,8.360527138638755,0.001,4.310758
246,P02,3,20,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,394.0,1096.99999999999,8.764699,8.930893005250292,0.001,7.629487
247,P02,3,21,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,352.0,576.0000000000005,13.722772,9.430182375207725,0.001,12.576009
248,P02,3,22,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,360.0,1052.9999999999948,7.173367,8.695184312797931,0.001,6.026166
249,P02,3,23,TRAIN,cont_asymptote,-1,1,-1,0.0,0,0.0,929.0,3300.9999999997476,-1.500816,-2.217093026423651,0.291,-2.645852
250,P02,3,24,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,400.0,932.0000000000007,9.661674,3.5681931228082733,0.291,10.345385
251,P02,3,25,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,378.0,606.0000000000005,15.070558,3.8646300406912664,0.291,13.923533
252,P02,3,26,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,474.0,1506.9999999999447,6.162562,2.882145379220185,0.281,5.015357
253,P02,3,27,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,382.0,1658.9999999999281,5.642421,2.774843300478511,0.281,4.501161
254,P02,3,28,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,348.0,849.0000000000007,10.702063,3.524854820261002,0.281,9.564834
255,P02,3,29,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,395.0,1153.9999999999836,7.924949,3.1815866840182276,0.281,6.777808
256,P02,3,30,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,369.0,856.0000000000007,10.605327,3.5137485819171412,0.281,9.459146
257,P02,3,31,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,542.0,1248.9999999999732,-6.72139,-3.3302128459712455,0.281,-7.868525
258,P02,3,32,TEST,cont_asymptote,1,1,1,1.0,0,1.0,409.0,984.0000000000008,9.055769,3.5889194607351382,0.281,10.199569
259,P02,3,33,TEST,cont_asymptote,1,1,1,1.0,0,1.0,472.0,684.0000000000005,13.278698,3.7620172490333545,0.281,12.131824
260,P02,3,34,TEST,cont_asymptote,1,1,1,1.0,0,1.0,342.0,1163.9999999999825,7.86054,3.1720748442821574,0.281,6.71334
261,P02,3,35,TEST,cont_asymptote,1,1,1,1.0,0,1.0,413.0,619.0000000000005,14.703122,3.8728941086107374,0.281,13.557009
262,P02,3,36,TEST,cont_asymptote,1,1,1,1.0,0,1.0,386.0,860.0000000000007,10.567203,3.5096422824576683,0.281,9.419999
263,P02,3,37,TEST,cont_asymptote,1,1,1,1.0,0,1.0,443.0,648.0000000000005,14.028288,3.8218376893517254,0.281,12.881156
264,P02,3,38,TEST,cont_asymptote,1,1,1,1.0,0,1.0,408.0,704.0000000000006,12.908801,3.731115253015762,0.281,11.761599
265,P02,3,39,TEST,cont_asymptote,1,1,1,1.0,0,1.0,337.0,3940.999999999677,2.67434,1.8685083960726732,0.241,1.527142
266,P02,3,40,TEST,cont_asymptote,1,1,1,1.0,0,1.0,324.0,767.0000000000006,11.797811,3.8015776063095954,0.241,10.825466
267,P02,4,1,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,544.0,992.0000000000008,-14.304465,-9.558860438133248,0.001,-14.304465
268,P02,4,2,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,422.0,807.0000000000006,-7.938774,-9.010849143649944,0.001,-8.265654
269,P02,4,3,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,406.0,715.0000000000006,-9.751741,-9.208995372946019,0.001,-10.078384
270,P02,4,4,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,504.0,600.0000000000005,-11.486366,-9.367660410677868,0.001,-11.813207
271,P02,4,5,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,465.0,614.0000000000005,-11.083571,-9.333022140796938,0.001,-11.410444
272,P02,4,6,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,377.0,1084.9999999999914,-5.504425,-8.662342225689219,0.001,-5.831295
273,P02,4,7,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,398.0,588.0000000000005,-14.89338,-9.620695568838693,0.001,-15.217564
274,P02,4,8,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,338.0,802.0000000000006,-8.000634,-9.018307629738416,0.001,-8.327514
275,P02,4,9,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,354.0,486.0000000000004,-15.298343,-9.647016964522255,0.001,-15.625
276,P02,4,10,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,354.0,467.00000000000034,-15.29812,-9.647099591400025,0.001,-15.625
277,P02,4,11,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,349.0,539.0000000000003,-12.900392,-9.480565822798706,0.001,-13.227271
278,P02,4,12,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,415.0,671.0000000000005,-9.94192,-9.227660577614163,0.001,-10.268798
279,P02,4,13,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,424.0,1197.9999999999789,10.979268,5.005896595999401,0.071,10.65242
280,P02,4,14,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,352.0,624.0000000000005,12.099584,5.159811869807812,0.071,12.426453
281,P02,4,15,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,357.0,755.0000000000006,9.693371,4.944811586299786,0.071,10.020247
282,P02,4,16,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,331.0,533.0000000000003,14.501153,5.336308361941432,0.071,14.827992
283,P02,4,17,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,465.0,1257.9999999999723,5.171318,4.675770343146847,0.051,5.498198
284,P02,4,18,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,384.0,1333.9999999999638,-8.449055,-3.8577421653662127,0.171,-8.12593
285,P02,4,19,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,399.0,1232.999999999975,8.920485,3.7523073641582805,0.201,8.593747
286,P02,4,20,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,442.0,739.0000000000006,10.520269,3.984700736217214,0.201,10.84706
287,P02,4,21,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,452.0,1608.9999999999336,4.034528,3.502749876046215,0.131,4.36139
288,P02,4,22,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,573.0,1021.9999999999983,7.153201,4.039528201694164,0.131,7.468522
289,P02,4,23,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,398.0,1268.9999999999711,-9.131187,-4.0620332994286255,0.151,-8.804827
290,P02,4,24,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,449.0,2646.9999999998195,-1.94703,-3.464055171429578,0.071,-2.273838
291,P02,4,25,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,352.0,903.0000000000007,13.484059,5.223145225460486,0.071,13.239772
292,P02,4,26,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,368.0,1318.9999999999654,-9.935781,-4.902915296736778,0.071,-9.608902
293,P02,4,27,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,373.0,1213.999999999977,-5.494933,-4.402428199719224,0.071,-5.82178
294,P02,4,28,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,410.0,581.0000000000005,-13.257416,-5.2486338518963205,0.071,-13.581575
295,P02,4,29,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,367.0,750.0000000000006,-9.775119,-4.952948670445248,0.071,-10.101998
296,P02,4,30,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,423.0,1601.9999999999343,7.816935,4.406239886218783,0.091,7.490093
297,P02,4,31,TEST,cont_asymptote,-1,1,-1,0.0,0,0.0,527.0,3822.99999999969,-1.64893,-0.974673044265369,0.581,-1.322319
298,P02,4,32,TEST,cont_asymptote,1,1,1,1.0,0,1.0,440.0,1260.999999999972,6.454258,2.379196054129966,0.581,6.233863
299,P02,4,33,TEST,cont_asymptote,1,1,1,1.0,0,1.0,382.0,1257.9999999999723,6.413942,2.455926693945499,0.581,6.739776
300,P02,4,34,TEST,cont_asymptote,1,1,1,1.0,0,1.0,440.0,636.0000000000005,14.035801,3.206026116695122,0.581,14.361592
301,P02,4,35,TEST,cont_asymptote,1,1,1,1.0,0,1.0,427.0,890.0000000000007,9.597408,2.838584905153648,0.581,9.924287
302,P02,4,36,TEST,cont_asymptote,1,1,1,1.0,0,1.0,379.0,909.0000000000007,9.356941,2.814220144244966,0.581,9.683776
303,P02,4,37,TEST,cont_asymptote,1,1,1,1.0,0,1.0,348.0,1536.9999999999416,5.043145,2.2331062824087105,0.581,5.369967
304,P02,4,38,TEST,cont_asymptote,1,1,1,1.0,0,1.0,411.0,997.0000000000008,8.415171,2.7123425269158052,0.581,8.737786
305,P02,4,39,TEST,cont_asymptote,1,1,1,1.0,0,1.0,331.0,707.0000000000006,12.460396,3.09043946348422,0.581,12.787129
306,P02,4,40,TEST,cont_asymptote,1,1,1,1.0,0,1.0,348.0,945.0000000000007,8.951739,2.7718465606651446,0.581,9.278616
307,P03,1,1,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,1652.0,3009.9999999997794,-4.369228,-8.373980374073868,0.001,-4.369228
308,P03,1,2,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,709.0,820.0000000000006,-14.96763,-9.371463524751926,0.001,-11.858386
309,P03,1,3,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,368.0,562.0000000000003,-16.046441,-9.432358502122081,0.001,-12.604174
310,P03,1,4,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,1199.0,956.0000000000007,-10.203362,-8.810122049101055,0.001,-6.761088
311,P03,1,5,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,536.0,971.0000000000008,-10.137289,-8.800536168276496,0.001,-6.696168
312,P03,1,6,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,585.0,649.0000000000005,-14.195713,-9.273886911858416,0.001,-10.75467
313,P03,1,7,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,358.0,996.0000000000008,-9.885909,-8.762117176126214,0.001,-6.443653
314,P03,1,8,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,363.0,756.0000000000006,-12.457467,-9.097780713500768,0.001,-9.016778
315,P03,1,9,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,412.0,1351.9999999999618,-7.888139,-8.391374970988563,0.001,-4.445983
316,P03,1,10,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,369.0,489.0000000000004,-19.012957,-9.644261777822441,0.001,-15.582326
317,P03,1,11,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,620.0,1268.9999999999711,9.491589,7.062657514595799,0.011,12.933866
318,P03,1,12,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,523.0,1311.9999999999663,-7.058755,-5.5399127013217,0.041,-10.498678
319,P03,1,13,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,434.0,575.0000000000005,-16.815115,-5.783642453272055,0.041,-13.399332
320,P03,1,14,TRAIN,cont_asymptote,-1,1,0,,1,,1558.0,5000.000000000005,-2.303661,-0.5854729232185174,0.001,1.138615
321,P03,1,15,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,509.0,1881.9999999999036,5.248402,6.488150511720675,0.011,7.277424
322,P03,1,16,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,539.0,2409.9999999998454,5.885103,5.4579178215487625,0.011,2.594768
323,P03,1,17,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,662.0,826.0000000000006,12.201241,6.682720713649039,0.011,8.842218
324,P03,1,18,TRAIN,cont_asymptote,1,0,-1,0.0,0,0.0,533.0,2677.9999999998163,-4.180458,-8.929938427934253,0.001,-7.622578
325,P03,1,19,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,565.0,1781.9999999999145,-8.194713,-8.536790918935209,0.001,-5.142624
326,P03,1,20,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,493.0,732.0000000000006,-13.137316,-9.171132830154983,0.001,-9.703624
327,P03,1,21,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,381.0,545.0000000000003,-16.516746,-9.469012190046815,0.001,-13.07453
328,P03,1,22,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,542.0,1029.9999999999973,-9.62932,-8.721506769899337,0.001,-6.187045
329,P03,1,23,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,726.0,1390.9999999999577,-7.80063,-8.371959805055601,0.001,-4.360404
330,P03,1,24,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,560.0,1325.9999999999648,-8.361112,-8.494930200475586,0.001,-4.931539
331,P03,1,25,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,593.0,596.0000000000005,-15.658733,-9.401785532484297,0.001,-12.22373
332,P03,1,26,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,367.0,636.0000000000005,-14.368208,-9.289636170688,0.001,-10.925936
333,P03,1,27,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,379.0,714.0000000000006,-12.992354,-9.155189038607732,0.001,-9.550095
334,P03,1,28,TRAIN,cont_asymptote,1,0,0,,1,,678.0,5000.000000000005,-2.041789,2.8868121741314385,0.011,1.400417
335,P03,1,29,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,463.0,1541.9999999999409,-7.915146,-6.310129799007691,0.011,-6.089533
336,P03,1,30,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,466.0,1423.999999999954,8.002013,6.939490512527147,0.011,11.432953
337,P03,1,31,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,491.0,2596.999999999825,-1.824836,-5.128175889440013,0.031,-5.256714
338,P03,1,32,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,445.0,767.0000000000006,-13.921201,-5.975188928282702,0.031,-12.272212
339,P03,1,33,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,481.0,1553.9999999999397,-7.628452,-4.90072029543144,0.031,-4.186203
340,P03,1,34,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,518.0,710.0000000000006,-13.870307,-5.813904749254435,0.031,-10.443104
341,P03,1,35,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,447.0,531.0000000000003,-17.927757,-6.140800544244458,0.031,-14.485509
342,P03,1,36,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,470.0,1398.9999999999568,-8.188493,-5.0261403001849985,0.031,-4.746216
343,P03,1,37,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,443.0,701.0000000000005,-14.031711,-5.828669087741681,0.031,-10.598072
344,P03,1,38,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,396.0,899.0000000000007,-11.398709,-5.542253182091357,0.031,-7.956457
345,P03,1,39,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,561.0,1785.999999999914,-6.978052,-4.732142979517502,0.031,-3.536125
346,P03,1,40,TEST,cont_asymptote,-1,0,-1,0.0,0,0.0,357.0,1376.999999999959,-8.280082,-5.05113676717445,0.031,-4.866495
347,P03,2,1,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,600.0,1319.9999999999654,10.546423,9.25433053412003,0.001,10.546423
348,P03,2,2,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,410.0,1425.9999999999538,4.141884,8.331151731769946,0.001,4.185889
349,P03,2,3,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,402.0,1433.999999999953,6.522967,8.780818584247015,0.001,6.565596
350,P03,2,4,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,340.0,1170.9999999999818,6.277401,8.742932164814187,0.001,6.321279
351,P03,2,5,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,324.0,1293.9999999999684,5.741902,8.654531935166364,0.001,5.785744
352,P03,2,6,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,506.0,139.00000000000009,-1.53021,-1.0702985958623619,0.761,-1.486485
353,P03,2,7,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,485.0,576.0000000000005,13.574119,2.8794680763859577,0.761,13.545778
354,P03,2,8,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,428.0,2656.9999999998186,2.741241,1.5604156804046754,0.611,2.785248
355,P03,2,9,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,461.0,1437.9999999999525,5.76208,2.2593016236419556,0.611,5.800753
356,P03,2,10,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,452.0,970.0000000000008,-8.101701,-2.5824442854877483,0.611,-8.05797
357,P03,2,11,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,989.0,827.0000000000006,9.680869,2.7594911298689984,0.611,9.636888
358,P03,2,12,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,454.0,946.0000000000007,-8.333552,-2.6104466171903815,0.611,-8.289551
359,P03,2,13,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,394.0,3984.999999999672,-1.529838,-1.322001771874317,0.451,-1.573824
360,P03,2,14,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,406.0,1439.9999999999523,-5.603726,-2.5285943273106386,0.451,-5.632063
361,P03,2,15,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,432.0,729.0000000000006,-11.840089,-3.26962768612037,0.451,-11.883773
362,P03,2,16,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,478.0,1551.99999999994,5.451295,2.4884370354054366,0.451,5.407289
363,P03,2,17,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,451.0,907.0000000000007,-9.863931,-3.0797762613846786,0.451,-9.8203
364,P03,2,18,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,418.0,877.0000000000007,10.233345,3.1164744863168994,0.451,10.189343
365,P03,2,19,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,386.0,1380.9999999999586,-6.159497,-2.5882328277363196,0.461,-6.115493
366,P03,2,20,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,417.0,1765.9999999999163,-4.373057,-2.2897010283461348,0.451,-4.416879
367,P03,2,21,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,338.0,1297.999999999968,-6.230006,-2.635034470791443,0.451,-6.272916
368,P03,2,22,TRAIN,cont_asymptote,-1,0,0,,1,,338.0,5000.000000000005,-0.90228,-1.1288787324736118,0.341,-0.946114
369,P03,2,23,TRAIN,cont_asymptote,1,0,-1,0.0,0,0.0,370.0,936.0000000000007,-9.138285,-2.8861210761174263,0.511,-9.156891
370,P03,2,24,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,383.0,956.0000000000007,-8.924297,-2.8654466545880783,0.511,-8.968294
371,P03,2,25,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,333.0,878.0000000000007,-9.818477,-2.95985796350136,0.511,-9.862473
372,P03,2,26,TRAIN,cont_asymptote,1,1,1,1.0,0,1.0,442.0,982.0000000000008,8.650989,2.8246440081743835,0.511,8.606987
373,P03,2,27,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,545.0,1283.9999999999693,-6.423007,-2.528233787361232,0.511,-6.379015
374,P03,2,28,TRAIN,cont_asymptote,-1,0,-1,0.0,0,0.0,369.0,884.0000000000007,-9.736456,-2.9515272813383864,0.511,-9.780321
