conclusion_level,step3_soft_gate_status,step4_group_winner_model_name,step4_vote_tie,ppc_mean_joint_nll_per_trial,hazard_mean_h_shrinkage_spearman,latent_mean_choice_accuracy,latent_mean_timeout_rate,conclusion_text,hazard_input_caveat_sentence
weak,weak,cont_asymptote,False,17.86396646832399,-0.1425382301118157,0.5518865810759338,0.06569739653621234,Recovery-aware conclusion: level=weak; step3_soft_gate=weak; step4_group_winner=cont_asymptote; step4_vote_tie=False; ppc_mean_joint_nll_per_trial=17.863966; hazard_mean_h_shrinkage_spearman=-0.142538; latent_mean_choice_accuracy=0.551887; latent_mean_timeout_rate=0.065697.,Caveat: Hazard input was fixed to `subjective_h_snapshot` and treated as an externally provided past-only signal during fit and evaluation; this does not establish endogenous hazard inference by the models.
